3.419957869186294186e+00 1.331693392239527429e-01 7.161074921960312034e-01
3.158880316421478263e+00 1.512710148716077119e-01 5.319162535908924516e-01
3.156219129637263698e+00 1.484910503546352512e-01 5.171499198249778217e-01
3.168821731771221728e+00 2.138743712708998379e-01 7.385094417895815555e-01
3.486881680973716868e+00 1.359396239290070474e-01 5.809885497711101410e-01
3.315281160575167974e+00 1.658200985165565189e-01 5.864333218428460226e-01
3.061072394882141001e+00 1.643317439192235052e-01 6.450139194931543418e-01
3.267172027189394701e+00 1.409431931971731888e-01 5.696063697823564587e-01
3.207901628814931794e+00 1.581668114883280907e-01 4.842391719796630412e-01
3.322927639878452855e+00 2.522994042162786110e-01 6.322825468964731188e-01
3.554004298417086982e+00 1.989290117538889957e-01 6.111623632246258042e-01
3.594332241337382161e+00 1.525865786114843636e-01 5.876011773666121041e-01
3.119176402760170941e+00 1.434957371601343901e-01 7.985353792840567122e-01
3.715630112921519235e+00 1.809183810646399770e-01 7.138719347074325983e-01
3.416684975400043012e+00 1.523666303393508004e-01 5.810574964699330991e-01
3.200086484178216395e+00 1.222305874495092370e-01 7.253688242940163899e-01
3.063263026910057363e+00 1.268565668075050390e-01 6.638637691162805332e-01
3.600041614435086412e+00 1.169108541254400557e-01 5.882795438136996236e-01
3.087791596330179189e+00 2.212950310837128454e-01 7.397260910714000826e-01
3.301991988753427254e+00 1.108190273717276075e-01 7.067519920111451359e-01
3.278898261371910650e+00 1.567738564019562630e-01 5.903126985769632240e-01
3.159996085828721046e+00 1.146175874645423004e-01 7.470914336023842806e-01
2.994046956367838241e+00 1.369242578647060227e-01 7.247166426766996628e-01
2.948423390162150159e+00 2.335343969399656938e-01 6.578390716458782927e-01
3.391499980452713725e+00 2.150138006035896554e-01 6.956707413268832241e-01
3.485139112730575750e+00 1.913193883912547855e-01 6.366437043742368962e-01
3.205126557296674505e+00 1.227971850912871199e-01 4.913446131132883643e-01
3.394847842264038018e+00 1.735923201233137425e-01 5.605808976046751102e-01
2.883725339096073093e+00 1.488156809260504088e-01 6.411049215498976217e-01
3.118291870628529416e+00 1.792786481296538836e-01 6.469915764471625419e-01
3.458288960271004076e+00 1.907857163796794486e-01 8.095374065988824031e-01
3.116594975351297148e+00 1.059708072537594026e-01 6.580375211255773404e-01
3.335808514042513551e+00 1.329252681353429166e-01 7.512059083864661702e-01
3.149472961685319650e+00 2.224507805891091650e-01 5.546918156634321750e-01
3.304919229572229611e+00 9.646738978773918005e-02 8.048686626724064208e-01
3.454823029343203622e+00 1.397691457848307950e-01 8.038662475645631522e-01
3.043204642275640914e+00 8.402459855121784116e-02 7.748150743518513739e-01
3.569034446850659403e+00 9.838606902750743344e-02 6.305016333733520772e-01
3.220343332540616110e+00 2.165887708489780683e-01 5.751346634650424949e-01
3.293884021387375682e+00 1.800575155533183647e-01 6.866504965517018499e-01
3.153797042495579461e+00 1.301846045490296089e-01 6.610127952672956164e-01
3.443816872195285317e+00 1.947741004821311739e-01 6.590791736861730810e-01
3.053718779061391331e+00 1.993572234283971789e-01 7.576484771992930689e-01
2.912304169266929588e+00 9.536221411464795850e-02 6.691687827456453963e-01
3.265194434516832445e+00 1.501321125792729749e-01 7.639477609387008705e-01
3.146262783264296647e+00 1.778299997233253049e-01 6.136409529581189348e-01
2.869977523898948224e+00 1.678179048957687269e-01 5.877077502280936283e-01
3.367606076097995338e+00 1.314631282231058518e-01 5.581407854112599987e-01
3.205667646918373137e+00 1.999994398921093874e-01 4.655039491044164479e-01
3.127703471647273137e+00 1.621828655472902503e-01 6.381011826663032238e-01
3.185169321565747058e+00 7.415006746740712695e-02 6.005119732742947303e-01
3.255824175448716495e+00 2.465973922378740801e-01 7.602621956658952573e-01
3.103187718394600836e+00 6.782559695894760377e-02 5.628881887342750412e-01
3.559768027376793320e+00 2.126620496057615439e-01 7.277171975415130944e-01
3.296711894500934825e+00 1.334890889357787103e-01 6.769724458996192462e-01
3.497457503063124307e+00 1.011551979297751064e-01 5.953401298218109483e-01
3.062304934112167754e+00 2.055243967444516928e-01 6.578057126624751172e-01
3.020278205047443709e+00 2.261450474313152492e-01 5.219197641621414752e-01
3.499578294319176219e+00 1.232992020736402294e-01 5.789600846534456169e-01
2.974419409455566488e+00 2.071740995686214559e-01 5.489005046680894839e-01
3.270201820869120368e+00 1.251421151377698493e-01 6.416644075947659509e-01
3.392057955879761444e+00 1.762446680635384177e-01 7.160530752123572817e-01
3.076142176581769139e+00 1.188738853572794130e-01 5.230586127264855723e-01
3.347819189120370353e+00 1.426746632133998050e-01 6.292235418455210949e-01
3.078999901304988462e+00 1.729585393116988834e-01 7.084933660117723742e-01
3.028394105955040772e+00 1.713012779171169953e-01 7.368732870399136159e-01
3.241168579208669520e+00 1.877402707837579898e-01 5.643189570633020402e-01
3.497413945142826108e+00 1.995577809504562039e-01 7.062666234225690731e-01
3.198421817240737930e+00 1.702146970286292083e-01 7.292386857482678897e-01
3.458545149132248753e+00 2.236491660569961404e-01 5.529716325348398298e-01
3.599549685591089787e+00 2.343234082290297504e-01 5.880548564085196217e-01
3.282546672322173897e+00 1.863223842880066816e-01 6.604911325943377820e-01
3.043587830483491796e+00 1.653800847263260376e-01 6.235995890942510611e-01
3.352947019424747932e+00 2.055294306967810625e-01 5.241382800193269409e-01
3.396545785257594208e+00 1.730927931702267164e-01 5.830602965329749754e-01
3.078233881950286133e+00 1.953776673150891541e-01 6.859677796488854451e-01
3.244061978926305212e+00 7.096785034673569470e-02 7.159361152180176990e-01
3.184706340468505648e+00 2.156925530112826228e-01 6.218926587482996871e-01
3.032095199524938334e+00 1.421782519907648645e-01 4.605552113056177732e-01
2.974378697339679078e+00 1.079479433068918359e-01 5.748137508874971990e-01
2.966190484964365659e+00 2.232869257361037030e-01 6.333940451256894200e-01
3.033375956053597555e+00 7.443208179447066697e-02 6.827752887081861566e-01
3.311530256567410291e+00 1.805797996462357724e-01 7.620594374153963901e-01
3.740990129435210143e+00 1.438646374458239785e-01 4.994832525050791894e-01
3.477375094578566639e+00 1.435400844653109687e-01 5.296733617867167565e-01
3.271060915391836854e+00 1.289759574303618039e-01 6.898280495470717755e-01
3.324577612582154895e+00 1.020505350317091608e-01 6.384182965447688929e-01
3.118174366158912303e+00 1.258207411561692302e-01 7.588019884623153910e-01
3.155408450705185608e+00 1.788445360893756997e-01 4.833151148569446720e-01
3.377245220332450337e+00 6.316962582250379432e-02 6.883721378042202410e-01
3.026333947106983224e+00 1.803983210389564773e-01 8.479108998304376588e-01
3.078746465087664586e+00 1.908016771550389845e-01 6.619474329153407499e-01
3.312214793999239681e+00 1.520645382801677215e-01 7.376334615305542020e-01
3.339778421332601166e+00 1.649043237515380178e-01 6.723370740338301399e-01
3.111179936044238037e+00 1.746637427141591592e-01 6.173193854279673820e-01
3.254883671102024145e+00 1.970077245769230601e-01 4.845129630645470531e-01
3.293633561271963384e+00 6.447487648898975188e-02 5.676965232686291829e-01
3.007166552131728565e+00 1.757738496430774899e-01 5.829687734935344867e-01
3.466353694893224535e+00 2.301344705699882309e-01 5.894358442315622559e-01
2.905598586131408201e+00 1.240934652496922530e-01 6.346291362751280696e-01
