3.484631776674578241e+00 2.189934151946671959e-01 3.906462690470333676e-01
2.933483334958337796e+00 2.900649966140443903e-01 5.084726624872237810e-01
3.937351984664847926e+00 2.325624292453062347e-01 9.334431975037453810e-01
4.081273127817341084e+00 2.367663063731968998e-01 7.109596110182855311e-01
4.086585232866618789e+00 2.797115030989465456e-01 6.812725568362132389e-01
4.163149254513814235e+00 2.118680915723782643e-01 5.560321799072769355e-01
4.103739870014761593e+00 2.431658948273602017e-01 5.271577451656532798e-01
4.037044273279337681e+00 2.280314416539592770e-01 6.695714057365887983e-01
3.741483668246294414e+00 3.142959333371783126e-01 7.836273244610802990e-01
4.042675640643325963e+00 3.049279997333469439e-01 6.672848413461275330e-01
3.352282636544546168e+00 1.815829241660091853e-01 7.710639595390887946e-01
3.651608181679739662e+00 1.975964102577839887e-01 5.609907760813670485e-01
2.994171381878452998e+00 2.070946682978126174e-01 6.518875645177890643e-01
3.662589251079204189e+00 1.982366154014335580e-01 6.911825337027305283e-01
3.836600302708528698e+00 2.072594083725374237e-01 6.879833916021159679e-01
3.589301993884365771e+00 2.002929219958612117e-01 5.822938415130120005e-01
3.554685688271771227e+00 2.607061114596350149e-01 5.262985561388425770e-01
3.970263938334444465e+00 2.743381587152683987e-01 6.252384840068673233e-01
4.297277279362696767e+00 2.448061802790533759e-01 5.235526760478950159e-01
3.581981600651950259e+00 1.704466258593651806e-01 4.997165779023889920e-01
4.126880841914432274e+00 2.456755716490735264e-01 5.931565485007932459e-01
3.144068597907491380e+00 2.942561334598901013e-01 6.285339925675595962e-01
3.634653011657989374e+00 2.940776422400561141e-01 7.009213689694544502e-01
3.949831434849220280e+00 2.090043225412639982e-01 7.285063588331993634e-01
3.443021251679859063e+00 1.990059420724116790e-01 5.179168321534466379e-01
3.466375730473427286e+00 2.506517203352956469e-01 4.948249759405399795e-01
3.620797113474250928e+00 2.460581886422896769e-01 5.233656265264007290e-01
4.046419637136140501e+00 2.926368293093982165e-01 6.322235955126316309e-01
3.357676820457544231e+00 2.223045601152613959e-01 6.629264191560472197e-01
3.985110789249227015e+00 2.834149318689404007e-01 7.271825288309745616e-01
3.499287357329602166e+00 3.062238358483236889e-01 4.620378834822412295e-01
3.520579755249932052e+00 2.481283814621543238e-01 5.399612377852344158e-01
4.139642305587773130e+00 1.736153131890324497e-01 6.680009313100051527e-01
3.513735533073180317e+00 2.815606450145369810e-01 6.756567923086865823e-01
3.341706408243080073e+00 1.825970707038529761e-01 6.743707789785942097e-01
4.136731494655078833e+00 2.541500908021327443e-01 4.973692240609588477e-01
3.174662508932618366e+00 2.787561540537161209e-01 6.217957550037560566e-01
4.539779912500401693e+00 2.338799047747854298e-01 6.329533438908951926e-01
3.608747450887313413e+00 2.886560877587489582e-01 6.711300565742877033e-01
3.907130207910642028e+00 2.517065011491643189e-01 5.364939398923754821e-01
2.967067030291080876e+00 2.296531556540045427e-01 6.169073183586206710e-01
3.733310897354295221e+00 2.482402214525603334e-01 8.602313689616800652e-01
3.620735694767650337e+00 2.716573560639015117e-01 8.584568034251289781e-01
3.228370788703581518e+00 3.028054768285025622e-01 6.809234937209192040e-01
3.778076090947527721e+00 3.126288193804328541e-01 6.946513997110429495e-01
3.823674071722505730e+00 2.899980364340969952e-01 3.155523506069262130e-01
4.500440834309427096e+00 2.751229043794704565e-01 5.152437615004547000e-01
3.439609796864379732e+00 2.490989679750100771e-01 4.071475095129377664e-01
3.224649971667114201e+00 3.141710281917914349e-01 7.042277190413719357e-01
3.793449268703462440e+00 2.746583741454328709e-01 8.323737832374403789e-01
4.141970303365854811e+00 2.169309823673692683e-01 5.466175545087083032e-01
3.900733278422433337e+00 2.208369882632107151e-01 6.931642251418269618e-01
3.307575613069638099e+00 2.620858340503008921e-01 7.039051842483254884e-01
3.726033011274039186e+00 2.386055677327419688e-01 5.175804121168038341e-01
3.188086065445378203e+00 3.153940087601749820e-01 7.008612125335067500e-01
4.050188841115597072e+00 2.604628947057361921e-01 7.615225648237206046e-01
3.935417052751768896e+00 2.686272000652583647e-01 8.600568327028278448e-01
3.864936264758406903e+00 3.379870508572698773e-01 5.287863089021552776e-01
3.633774755150416702e+00 2.057638700756508066e-01 5.578122521066504191e-01
4.233786208552087871e+00 3.068930371374438137e-01 5.191687235704223191e-01
4.542573702551617743e+00 2.540899927396946256e-01 7.797761238005751494e-01
3.521415675685527269e+00 1.825405259216060228e-01 7.175950360978449183e-01
3.998105788897468038e+00 2.443416900856859586e-01 5.027316881086156819e-01
4.305865143670062345e+00 2.431204674077103445e-01 9.047192023719630161e-01
3.792125273983151690e+00 2.694638827348063148e-01 6.358483983190366118e-01
3.527479388569175534e+00 2.949702305726523699e-01 5.591942503503718465e-01
3.882923501185197690e+00 2.173247675653578459e-01 5.821800442308581180e-01
3.559043342865654047e+00 3.243531389647752450e-01 7.636300212002751220e-01
4.096350842569397521e+00 2.139572774918202802e-01 4.219272443134217121e-01
3.926575206333011270e+00 2.421838582738752577e-01 6.123615390161755156e-01
3.930330991495253112e+00 2.477217763314683296e-01 7.489171697212128054e-01
3.139191822630553297e+00 2.593095761921032638e-01 5.560484125926102861e-01
4.147346709442815360e+00 2.595782887851659781e-01 8.043917342221809097e-01
3.520025270277108653e+00 2.479267412775341128e-01 6.057966827594392090e-01
3.674897644451090351e+00 3.147696603664461579e-01 4.647201494114421849e-01
3.650842716640032570e+00 2.009299323197862031e-01 5.131828281150031534e-01
3.767656088499999001e+00 2.227291239295255409e-01 8.547241446538234033e-01
3.170594683098623801e+00 2.305323150800569765e-01 4.821665366139041842e-01
3.956189740240663610e+00 1.882632947526931277e-01 6.710631080956253047e-01
3.200885363667015149e+00 2.132796647589365047e-01 8.767089486821508793e-01
3.416537844972055815e+00 2.985252648347883619e-01 5.020191612620165111e-01
4.391365154963136064e+00 2.993581982570464595e-01 8.353270720125141047e-01
3.830430382054863081e+00 2.652805572768839881e-01 6.047790543830856569e-01
3.827186318426598177e+00 2.258556135110363350e-01 5.913143387255547223e-01
3.896833119035707060e+00 2.641418444042324398e-01 7.724185492243060835e-01
4.076127582312677688e+00 3.015146656535472314e-01 5.878892405826895429e-01
3.451402408490009677e+00 2.693937514850668902e-01 8.029615212723870687e-01
3.543057621104830357e+00 1.983456900465657979e-01 5.848729660481373216e-01
4.267505470660456268e+00 2.615156933251692739e-01 6.811956304111963512e-01
4.266793355105154895e+00 2.231597008723729125e-01 4.398078499837696498e-01
3.363527019291271181e+00 1.970461050085525745e-01 5.632720074172872238e-01
4.156005331316434237e+00 2.626471256420959133e-01 6.595044547862536355e-01
3.375595781314626009e+00 3.395032268371989126e-01 6.986688875453708203e-01
3.575659465968676010e+00 2.053853873608518510e-01 6.034225547472541473e-01
3.568916849172938388e+00 2.766359610463807184e-01 9.150832200497170943e-01
4.604251905906755482e+00 2.556881450911329678e-01 5.713294917122484495e-01
3.917020065772515824e+00 2.236773843934476147e-01 8.177283278456023430e-01
3.927457341640440802e+00 2.375449002968238466e-01 4.617508300391459097e-01
3.637665076513105777e+00 2.603202229720767424e-01 5.326199588272974017e-01
4.178198047481282096e+00 2.539114677501073114e-01 6.810988672438700320e-01
3.397164772331626725e+00 2.042185013469608179e-01 4.100922966738013709e-01
4.234867757557211121e+00 2.205182221564154499e-01 6.293528641325916162e-01
3.706384073474195961e+00 2.474122283244155895e-01 6.579564914479626436e-01
3.763714182333422809e+00 2.341769573028574247e-01 7.711427285651712982e-01
3.005171255096837690e+00 2.284420644465678107e-01 8.475304909659200359e-01
3.381305350506809582e+00 3.312843580052214909e-01 7.355398338956694593e-01
3.996161093196366032e+00 2.803179702779343141e-01 6.020127195173341494e-01
3.753878484581282038e+00 2.198318613910711372e-01 7.089351889502644166e-01
4.063798207353913838e+00 2.681268626526985277e-01 5.451540502222866902e-01
4.012653233434052780e+00 3.224887399197396420e-01 6.565789334442471148e-01
3.939499616986043673e+00 2.144667920214265167e-01 6.819033019093601045e-01
3.323996652665726526e+00 3.226600076343341672e-01 7.038213510576318832e-01
3.600298363904696153e+00 2.670494461110098916e-01 6.007045411681684044e-01
3.715186947840972920e+00 2.494410215852960744e-01 7.794437805108431760e-01
3.557489672404696268e+00 2.799061447097619948e-01 7.054166456283160747e-01
3.812334809593786566e+00 2.380318456951288908e-01 3.694384032600058210e-01
3.569035728959537579e+00 1.932588796684754917e-01 5.887617875059699690e-01
4.178287067123371834e+00 1.965777151805697953e-01 4.396896810535190769e-01
3.676041139919738132e+00 2.726543336704324583e-01 6.933242669520762735e-01
4.319887583402840292e+00 2.630469680039916325e-01 6.304923655801901727e-01
3.404361455026102767e+00 2.801952721738614760e-01 5.357325527379659391e-01
3.419944197704172240e+00 2.438158657995177503e-01 7.785369954417907801e-01
4.142149024552081116e+00 2.890379148303482415e-01 4.432394418200719111e-01
3.572922841639153635e+00 2.208605767020554722e-01 6.155382840361420804e-01
4.463422455289141055e+00 2.391785336129632622e-01 7.172341517625361318e-01
3.765301064115309959e+00 2.339128527525762002e-01 4.095447581622601030e-01
3.548746382934918842e+00 2.966531106690872277e-01 6.715861694351020761e-01
3.294446756261493192e+00 2.335709038786392688e-01 5.710982236334054551e-01
